1 0.500003 4.93433
0.999999 0.500061 4.93428
0.999998 0.500162 4.93425
0.999997 0.500305 4.93424
0.999996 0.50049 4.93424
0.999995 0.500718 4.93424
0.999994 0.500988 4.93426
0.999993 0.501301 4.93427
0.999992 0.501656 4.93431
0.999991 0.502052 4.93433
0.99999 0.502491 4.93439
0.999989 0.502972 4.9344
0.999988 0.503495 4.93447
0.999987 0.504059 4.93456
0.999986 0.504665 4.93461
0.999985 0.505312 4.93464
0.999984 0.506 4.93471
0.999983 0.506729 4.93482
0.999982 0.507499 4.93494
0.999981 0.50831 4.93504
0.99998 0.509161 4.93514
0.999979 0.510052 4.93522
0.999978 0.510983 4.9353
0.999977 0.511954 4.9354
0.999976 0.512964 4.93549
0.999975 0.514014 4.93564
0.999974 0.515102 4.93579
0.999973 0.51623 4.93595
0.999972 0.517396 4.93611
0.999971 0.518599 4.9363
0.99997 0.519841 4.93643
0.99997 0.52112 4.93664
0.999969 0.522436 4.9368
0.999968 0.523789 4.93691
0.999967 0.525179 4.9371
0.999966 0.526605 4.93729
0.999965 0.528066 4.93743
0.999964 0.529564 4.93755
0.999963 0.531096 4.93774
0.999962 0.532664 4.93797
0.999962 0.534266 4.93814
0.999961 0.535902 4.93833
0.99996 0.537571 4.93849
0.999959 0.539274 4.93868
0.999958 0.54101 4.93896
0.999957 0.542779 4.93922
0.999957 0.544579 4.93944
0.999956 0.546412 4.93966
0.999955 0.548275 4.93991
0.999954 0.55017 4.94011
0.999953 0.552095 4.94034
0.999953 0.554051 4.94065
0.999952 0.556036 4.94095
0.999951 0.55805 4.94131
0.99995 0.560093 4.94159
0.99995 0.562164 4.94188
0.999949 0.564263 4.94214
0.999948 0.566389 4.94243
0.999948 0.568543 4.94271
0.999947 0.570722 4.94298
0.999946 0.572927 4.94326
0.999945 0.575158 4.94357
0.999945 0.577414 4.94389
0.999944 0.579694 4.9443
0.999943 0.581998 4.94464
0.999943 0.584325 4.945
0.999942 0.586676 4.94537
0.999942 0.589048 4.94571
0.999941 0.591443 4.94599
0.99994 0.593859 4.9463
0.99994 0.596296 4.94668
0.999939 0.598753 4.94699
0.999939 0.60123 4.94726
0.999938 0.603727 4.94761
0.999938 0.606242 4.94795
0.999937 0.608776 4.94826
0.999937 0.611329 4.94859
0.999936 0.613898 4.94887
0.999936 0.616485 4.94925
0.999935 0.619089 4.94964
0.999935 0.621709 4.95004
0.999934 0.624344 4.95038
0.999934 0.626995 4.9508
0.999933 0.62966 4.9512
0.999933 0.632339 4.95167
0.999932 0.635032 4.95205
0.999932 0.637738 4.95243
0.999932 0.640457 4.9528
0.999931 0.643188 4.95314
0.999931 0.645931 4.95353
0.999931 0.648685 4.95388
0.99993 0.651451 4.95427
0.99993 0.654226 4.9547
0.99993 0.657011 4.95503
0.999929 0.659806 4.95537
0.999929 0.66261 4.95571
0.999929 0.665422 4.95608
0.999928 0.668243 4.95647
0.999928 0.671071 4.9569
0.999928 0.673906 4.95729
0.999928 0.676748 4.95761
0.999927 0.679597 4.95799
0.999927 0.682452 4.95835
0.999927 0.685312 4.95867
0.999927 0.688177 4.95904
0.999927 0.691047 4.95944
0.999926 0.693921 4.95981
0.999926 0.696799 4.96019
0.999926 0.69968 4.96062
0.999926 0.702565 4.96106
0.999926 0.705452 4.96149
0.999926 0.708341 4.9619
0.999926 0.711232 4.96227
0.999925 0.714124 4.96268
0.999925 0.717017 4.96311
0.999925 0.71991 4.96356
0.999925 0.722804 4.96398
0.999925 0.725697 4.96441
0.999925 0.72859 4.96495
0.999925 0.731481 4.96543
0.999925 0.734371 4.96588
0.999925 0.737259 4.9663
0.999925 0.740145 4.96668
0.999925 0.743028 4.96713
0.999925 0.745907 4.96757
0.999925 0.748784 4.96795
0.999925 0.751656 4.96838
0.999925 0.754524 4.96879
0.999925 0.757387 4.96918
0.999925 0.760246 4.96963
0.999926 0.763099 4.97008
0.999926 0.765946 4.97053
0.999926 0.768788 4.97094
0.999926 0.771623 4.9714
0.999926 0.774451 4.97178
0.999926 0.777272 4.97221
0.999926 0.780086 4.97267
0.999927 0.782892 4.97318
0.999927 0.78569 4.97357
0.999927 0.78848 4.97397
0.999927 0.79126 4.97437
0.999927 0.794032 4.97475
0.999927 0.796795 4.97514
0.999928 0.799548 4.97555
0.999928 0.802291 4.97601
0.999928 0.805024 4.97644
0.999928 0.807746 4.97686
0.999929 0.810458 4.9773
0.999929 0.813159 4.97769
0.999929 0.815848 4.97819
0.99993 0.818526 4.97865
0.99993 0.821191 4.97906
0.99993 0.823845 4.97953
0.99993 0.826486 4.97997
0.999931 0.829114 4.98043
0.999931 0.831729 4.98084
0.999931 0.834331 4.98121
0.999932 0.836919 4.98158
0.999932 0.839494 4.98201
0.999933 0.842054 4.9824
0.999933 0.8446 4.98276
0.999933 0.847132 4.98315
0.999934 0.849649 4.98361
0.999934 0.852151 4.98403
0.999934 0.854638 4.9845
0.999935 0.857109 4.98492
