0 0

0.01 0.0314168

0.02 0.123693

0.03 0.271031

0.04 0.464173

0.05 0.690983

0.06 0.937209

0.07 1.18738

0.08 1.42578

0.09 1.63742

0.1 1.80902

0.11 1.92978

0.12 1.99211

0.13 1.99211

0.14 1.92978

0.15 1.80902

0.16 1.63742

0.17 1.42578

0.18 1.18738

0.19 0.937209

0.2 0.690983

0.21 0.464173

0.22 0.271031

0.23 0.123693

0.24 0.0314168

0.25 1.07588e-19

0.26 0.0314168

0.27 0.123693

0.28 0.271031

0.29 0.464173

0.3 0.690983

0.31 0.937209

0.32 1.18738

0.33 1.42578

0.34 1.63742

0.35 1.80902

0.36 1.92978

0.37 1.99211

0.38 1.99211

0.39 1.92978

0.4 1.80902

0.41 1.63742

0.42 1.42578

0.43 1.18738

0.44 0.937209

0.45 0.690983

0.46 0.464173

0.47 0.271031

0.48 0.123693

0.49 0.0314168

0.5 1.07588e-19

0.51 0.0314168

0.52 0.123693

0.53 0.271031

0.54 0.464173

0.55 0.690983

0.56 0.937209

0.57 1.18738

0.58 1.42578

0.59 1.63742

0.6 1.80902

0.61 1.92978

0.62 1.99211

0.63 1.99211

0.64 1.92978

0.65 1.80902

0.66 1.63742

0.67 1.42578

0.68 1.18738

0.69 0.937209

0.7 0.690983

0.71 0.464173

0.72 0.271031

0.73 0.123693

0.74 0.0314168

0.75 1.07588e-19

0.76 0.0314168

0.77 0.123693

0.78 0.271031

0.79 0.464173

0.8 0.690983

0.81 0.937209

0.82 1.18738

0.83 1.42578

0.84 1.63742

0.85 1.80902

0.86 1.92978

0.87 1.99211

0.88 1.99211

0.89 1.92978

0.9 1.80902

0.91 1.63742

0.92 1.42578

0.93 1.18738

0.94 0.937209

0.95 0.690983

0.96 0.464173

0.97 0.271031

0.98 0.123448

0.99 0.0314168


0 0

0.01 0.0313117

0.02 0.123573

0.03 0.271303

0.04 0.464837

0.05 0.691393

0.06 0.936943

0.07 1.18699

0.08 1.42615

0.09 1.63853

0.1 1.80991

0.11 1.92985

0.12 1.99167

0.13 1.99165

0.14 1.92947

0.15 1.80906

0.16 1.63796

0.17 1.42629

0.18 1.18704

0.19 0.936085

0.2 0.690012

0.21 0.463846

0.22 0.271068

0.23 0.123796

0.24 0.031472

0.25 2.53646e-07

0.26 0.0316328

0.27 0.124265

0.28 0.271631

0.29 0.4645

0.3 0.690744

0.31 0.936198

0.32 1.18639

0.33 1.42574

0.34 1.6384

0.35 1.8111

0.36 1.93233

0.37 1.9936

0.38 1.99218

0.39 1.92815

0.4 1.80606

0.41 1.63466

0.42 1.42372

0.43 1.18701

0.44 0.938136

0.45 0.692749

0.46 0.465875

0.47 0.272095

0.48 0.123962

0.49 0.031243

0.5 4.01439e-06

0.51 0.0321519

0.52 0.125325

0.53 0.273177

0.54 0.465969

0.55 0.691353

0.56 0.935243

0.57 1.18269

0.58 1.41874

0.59 1.62914

0.6 1.80116

0.61 1.92419

0.62 1.99038

0.63 1.99519

0.64 1.93773

0.65 1.82099

0.66 1.6518

0.67 1.44051

0.68 1.20039

0.69 0.946833

0.7 0.69631

0.71 0.465235

0.72 0.268824

0.73 0.120003

0.74 0.0285029

0.75 0.000167832

0.76 0.0365621

0.77 0.134882

0.78 0.288178

0.79 0.485868

0.8 0.71449

0.81 0.958646

0.82 1.20205

0.83 1.42865

0.84 1.62363

0.85 1.77445

0.86 1.87157

0.87 1.90908

0.88 1.885

0.89 1.80137

0.9 1.66406

0.91 1.48231

0.92 1.26813

0.93 1.03542

0.94 0.799075

0.95 0.573976

0.96 0.374029

0.97 0.211253

0.98 0.095011

0.99 0.0314168


0 0

0.01 0.0318859

0.02 0.125346

0.03 0.274008

0.04 0.467938

0.05 0.694515

0.06 0.939395

0.07 1.18748

0.08 1.42369

0.09 1.63381

0.1 1.80492

0.11 1.92654

0.12 1.99042

0.13 1.99259

0.14 1.93173

0.15 1.81226

0.16 1.64058

